title: Wind Of Change | artist: Scorpions | time: 4:44 | link: www.youtube.com/watch?v=n4RjJKxsamQ
title: Gimme More | artist: Britney Spears | time: 4:01 | link: www.youtube.com/watch?v=elueA2rofoo
title: Payphone | artist: Maroon 5 | time: 3:52 | link: www.youtube.com/watch?v=5FlQSQuv_mg
title: Cheers | artist: Rihanna | time: 4:42 | link: www.youtube.com/watch?v=ZR0v0i63PQ4
title: F**kin' Perfect | artist: P!nk | time: 4:08 | link: www.youtube.com/watch?v=ocDlOD1Hw9k
title: Right There | artist: Ariana Grande | time: 4:19 | link: www.youtube.com/watch?v=fhcpubAVdmc
title: Niña Bonita | artist: Chino & Nacho | time: 3:55 | link: www.youtube.com/watch?v=Oe1fRwgGu5E
title: Carry Out | artist: Timbaland | time: 3:55 | link: www.youtube.com/watch?v=NRdHsuuXxfk
title: Olmazsan Olmaz | artist: Güliz Ayla | time: 2:53 | link: www.youtube.com/watch?v=j-T4hRJNFJI
title: White Horse | artist: Taylor Swift | time: 4:05 | link: www.youtube.com/watch?v=D1Xr-JFLxik
title: Hard | artist: Rihanna | time: 4:11 | link: www.youtube.com/watch?v=Xcwd_Nz6Zog
title: Oath | artist: Cher Lloyd | time: 3:40 | link: www.youtube.com/watch?v=Cqz713hhz1Y
title: The Way I Am | artist: Eminem | time: 5:02 | link: www.youtube.com/watch?v=mQvteoFiMlg
title: Dessert – | artist: Dawin | time: 3:41 | link: www.youtube.com/watch?v=rpLITtLRltw
title: Dirty Dancer | artist: Enrique Iglesias, Usher | time: 4:17 | link: www.youtube.com/watch?v=vHJAUuicC0Q
title: Ven Conmigo | artist: Daddy Yankee | time: 4:54 | link: www.youtube.com/watch?v=ZEInlYjVFzk
title: Die Young | artist: Ke$ha | time: 3:33 | link: www.youtube.com/watch?v=NOubzHCUt48
title: Jealous | artist: Nick Jonas | time: 3:43 | link: www.youtube.com/watch?v=yw04QD1LaB0
title: All The Right Moves | artist: OneRepublic | time: 4:26 | link: www.youtube.com/watch?v=qrOeGCJdZe4
title: You Rock My World | artist: Michael Jackson | time: 13:33 | link: www.youtube.com/watch?v=1-7ABIM2qjU
title: Te Amo | artist: Rihanna | time: 4:09 | link: www.youtube.com/watch?v=Oe4Ic7fHWf8
title: Can’t Feel My Face | artist: The Weeknd | time: 3:36 | link: www.youtube.com/watch?v=dqt8Z1k0oWQ
title: White & Nerdy | artist: "Weird Al" Yankovic | time: 2:51 | link: www.youtube.com/watch?v=N9qYF9DZPdw
title: Besas Tan Bien | artist: Farruko | time: 4:01 | link: www.youtube.com/watch?v=E-kkX2UuBcg
title: Everyday | artist: Ariana Grande | time: 3:15 | link: www.youtube.com/watch?v=LELFIuhSPCI
title: Gimme That | artist: Chris Brown | time: 4:55 | link: www.youtube.com/watch?v=3yl-5FOZcr0
title: Let Me Love You | artist: Ne-Yo | time: 4:27 | link: www.youtube.com/watch?v=crrOl0egI00
title: Pray | artist: Justin Bieber | time: 3:33 | link: www.youtube.com/watch?v=o9tJW9MDs2M
title: I'm On One | artist: DJ Khaled | time: 5:19 | link: www.youtube.com/watch?v=Z09lYqdxqzo
title: Round & Round | artist: Selena Gomez & The Scene | time: 3:26 | link: www.youtube.com/watch?v=UfcvO2t8Ntg
title: La La Land | artist: Demi Lovato | time: 3:43 | link: www.youtube.com/watch?v=nmjO1p9Oxrk
title: Perfect Illusion | artist: Lady Gaga | time: 3:05 | link: www.youtube.com/watch?v=Xn599R0ZBwg
title: Hold It Against Me | artist: Britney Spears | time: 4:30 | link: www.youtube.com/watch?v=-Edv8Onsrgg
title: If We Ever Meet Again | artist: Timbaland | time: 5:13 | link: www.youtube.com/watch?v=KDKva-s_khY
title: Check It Out | artist: will.i.am, Nicki Minaj | time: 4:33 | link: www.youtube.com/watch?v=pqky5B179nM
title: When I Look At You | artist: Miley Cyrus | time: 4:11 | link: www.youtube.com/watch?v=8wxOVn99FTE
title: Find Your Love | artist: Drake | time: 5:58 | link: www.youtube.com/watch?v=Xyv4Bjja8yc
title: Sorry | artist: Justin Bieber | time: 3:41 | link: www.youtube.com/watch?v=10IKRNNfCGU
title: Electric Feel | artist: MGMT | time: 3:50 | link: www.youtube.com/watch?v=MmZexg8sxyk
title: Turn Up The Love | artist: Far East Movement | time: 3:34 | link: www.youtube.com/watch?v=UqXVgAmqBOs
title: Hangover | artist: Taio Cruz | time: 4:49 | link: www.youtube.com/watch?v=dLhFDYQHDQY
title: I Luh Ya Papi | artist: Jennifer Lopez | time: 5:18 | link: www.youtube.com/watch?v=c4oiEhf9M04
title: Va Va Voom | artist: Nicki Minaj | time: 3:20 | link: www.youtube.com/watch?v=3U72hzeBLOw
title: Stupid Hoe | artist: Nicki Minaj | time: 3:30 | link: www.youtube.com/watch?v=T6j4f8cHBIM
title: Look What You Made Me Do | artist: Taylor Swift | time: 3:35 | link: www.youtube.com/watch?v=3K0RzZGpyds
title: See You Again | artist: Wiz Khalifa | time: 3:58 | link: www.youtube.com/watch?v=RgKAFK5djSk
title: Girls Like You | artist: Maroon 5 | time: 4:31 | link: www.youtube.com/watch?v=aJOTlE1K90k
title: 2002 | artist: Anne-Marie | time: 3:15 | link: www.youtube.com/watch?v=Il-an3K9pjg
title: I'm A Mess | artist: Bebe Rexha | time: 3:23 | link: www.youtube.com/watch?v=LdH7aFjDzjI
title: Thinking Out Loud | artist: Ed Sheeran | time: 4:57 | link: www.youtube.com/watch?v=lp-EO5I60KA
title: Why Don't We | artist: 8 Letters | time: 3:12 | link: www.youtube.com/watch?v=C3DlM19x4RQ
title: A Thousand Years | artist: Christina Perri | time: 4:48 | link: www.youtube.com/watch?v=rtOvBOTyX00
title: Shape of You | artist: Ed Sheeran | time: 4:24 | link: www.youtube.com/watch?v=JGwWNGJdvx8
title: Goodbye | artist: Jason Derulo x David Guetta | time: 3:17 | link: www.youtube.com/watch?v=d-mZwL4Bh6E
title: Sudamericana | artist: Andra | time: 3:16 | link: www.youtube.com/watch?v=3iCbphY30qk
title: The Lazy Song | artist: Bruno Mars | time: 3:29 | link: www.youtube.com/watch?v=fLexgOxsZu0
title: I Don't Dance | artist: Matoma & Enrique Iglesias | time: 3:01 | link: www.youtube.com/watch?v=_D1rrdFcj1U
title: Thunderclouds | artist: LSD | time: 3:16 | link: www.youtube.com/watch?v=kg1BljLu9YY
title: Back To Black | artist: Amy Winehouse | time: 4:08 | link: www.youtube.com/watch?v=TJAfLE39ZZ8
title: Solo | artist: Clean Bandit | time: 3:44 | link: www.youtube.com/watch?v=8JnfIa84TnU
title: Photograph | artist: Ed Sheeran | time: 4:35 | link: www.youtube.com/watch?v=nSDgHBxUbVQ
title: Lean On | artist: Major Lazer & DJ Snake | time: 2:59 | link: www.youtube.com/watch?v=YqeW9_5kURI
title: Personal | artist: Emotional Oranges | time: 3:45 | link: www.youtube.com/watch?v=mZ8yNCa2KbY
title: Faded | artist: Alan Walker | time: 3:33 | link: www.youtube.com/watch?v=60ItHLz5WEA
title: Just The Way You Are | artist: Bruno Mars | time: 4:02 | link: www.youtube.com/watch?v=LjhCEhWiKXk
title: Nos Fuimos Lejos | artist: Descemer Bueno, Enrique Iglesias, Andra | time: 3:57 | link: www.youtube.com/watch?v=-_ur0wRrd8s
title: Side Effects | artist: The Chainsmokers | time: 3:29 | link: www.youtube.com/watch?v=nuckTcoZG4Q
title: On One | artist: The Bonfyre | time: 3:19 | link: www.youtube.com/watch?v=zeoA_K-YVDg
title: no tears left to cry | artist: Ariana Grande | time: 3:59 | link: www.youtube.com/watch?v=ffxKSjUwKdU
title: Rise | artist: Jonas Blue | time: 3:39 | link: www.youtube.com/watch?v=btrzs54s1Rc
title: Stolen Dance | artist: Milky Chance | time: 5:14 | link: www.youtube.com/watch?v=iX-QaNzd-0Y
title: When I Was Your Man | artist: Bruno Mars | time: 3:55 | link: www.youtube.com/watch?v=ekzHIouo8Q4
title: More Than Words | artist: Extreme | time: 4:17 | link: www.youtube.com/watch?v=UrIiLvg58SY
title: Grenade | artist: Bruno Mars | time: 3:56 | link: www.youtube.com/watch?v=SR6iYWJxHqs
title: No Brainer | artist: DJ Khaled | time: 4:26 | link: www.youtube.com/watch?v=kxloC1MKTpg
title: 1, 2, 3 | artist: Sofia Reyes | time: 3:24 | link: www.youtube.com/watch?v=p03TIGqEc8o
title: One Kiss | artist: Calvin Harris, Dua Lipa | time: 3:44 | link: www.youtube.com/watch?v=DkeiKbqa02g
title: Wannabe | artist: Spice Girls | time: 3:58 | link: www.youtube.com/watch?v=gJLIiF15wjQ
title: Happy | artist: Pharrell Williams | time: 4:01 | link: www.youtube.com/watch?v=ZbZSe6N_BXs
title: God is a woman | artist: Ariana Grande | time: 4:02 | link: www.youtube.com/watch?v=kHLHSlExFis
title: Stand By Me | artist: Ben E. King | time: 3:01 | link: www.youtube.com/watch?v=dTd2ylacYNU
title: The Man Who Can’t Be Moved | artist: The Script | time: 4:00 | link: www.youtube.com/watch?v=gS9o1FAszdk
title: 'Riptide' Official Video | artist: Vance Joy | time: 3:25 | link: www.youtube.com/watch?v=uJ_1HMAGb4k
title: Mambo No. 5 | artist: Lou Bega | time: 3:42 | link: www.youtube.com/watch?v=EK_LN3XEcnw
title: I Have Nothing | artist: Whitney Houston | time: 4:49 | link: www.youtube.com/watch?v=FxYw0XPEoKE
title: Bubbly | artist: Colbie Caillat | time: 3:15 | link: www.youtube.com/watch?v=AWGqoCNbsvM
title: Another Brick In The Wall, Part Two | artist: Pink Floyd | time: 3:19 | link: www.youtube.com/watch?v=HrxX9TBj2zY
title: Treasure | artist: Bruno Mars | time: 3:12 | link: www.youtube.com/watch?v=nPvuNsRccVw
title: Jar of Hearts | artist: Christina Perri | time: 4:32 | link: www.youtube.com/watch?v=8v_4O44sfjM
title: Jeremih | artist: Love Dont Change | time: 4:07 | link: www.youtube.com/watch?v=6qK8s0l1tu8
title: Locked Out Of Heaven | artist: Bruno Mars | time: 3:55 | link: www.youtube.com/watch?v=e-fA-gBCkj0
title: Cheerleader | artist: OMI | time: 3:10 | link: www.youtube.com/watch?v=jGflUbPQfW8
title: Sad Song | artist: We The Kings | time: 3:49 | link: www.youtube.com/watch?v=BZsXcc_tC-o
title: Hey Mama | artist: David Guetta | time: 3:20 | link: www.youtube.com/watch?v=uO59tfQ2TbA
title: Say My Name | artist: Destiny's Child | time: 4:00 | link: www.youtube.com/watch?v=sQgd6MccwZc
title: Gold | artist: Chet Faker | time: 4:20 | link: www.youtube.com/watch?v=hi4pzKvuEQM
title: Post To Be | artist: Omarion Ft. Chris Brown & Jhene Aiko | time: 3:47 | link: www.youtube.com/watch?v=aPxVSCfoYnU
title: Rather Be | artist: Clean Bandit | time: 4:29 | link: www.youtube.com/watch?v=m-M1AtrxztU
title: Mamma Mia | artist: Abba | time: 3:31 | link: www.youtube.com/watch?v=unfzfe8f9NI
title: My All | artist: Mariah Carey | time: 3:49 | link: www.youtube.com/watch?v=mIhI23gBBPQ
title: Losing My Religion | artist: R.E.M. | time: 4:54 | link: www.youtube.com/watch?v=xwtdhWltSIg
title: Big Girls Don't Cry | artist: Fergie | time: 5:07 | link: www.youtube.com/watch?v=agrXgrAgQ0U
title: Let It Go | artist: James Bay | time: 4:19 | link: www.youtube.com/watch?v=GsPq9mzFNGY
title: Sun Goes Down | artist: Robin Schulz | time: 2:55 | link: www.youtube.com/watch?v=Mo4cmTaEDIk
title: Too Much Heaven | artist: Bee Gees | time: 4:59 | link: www.youtube.com/watch?v=nREV8bQJ1MA
title: Love Me Again | artist: John Newman | time: 3:54 | link: www.youtube.com/watch?v=j4-Gt6dUVj0
title: Iris | artist: Goo Goo Dolls | time: 3:36 | link: www.youtube.com/watch?v=NdYWuo9OFAw
title: Have You Ever Seen The Rain | artist: Creedence Clearwater Revival | time: 2:39 | link: www.youtube.com/watch?v=g4flAZEgtjs
title: Give Me Love | artist: Ed Sheeran | time: 4:23 | link: www.youtube.com/watch?v=FOjdXSrtUxA
title: Human | artist: Christina Perri | time: 4:23 | link: www.youtube.com/watch?v=r5yaoMjaAmE
title: Clocks | artist: Coldplay | time: 4:19 | link: www.youtube.com/watch?v=d020hcWA_Wg
title: Take Me To Church | artist: Hozier | time: 4:17 | link: www.youtube.com/watch?v=PVjiKRfKpPI
title: Stole The Show | artist: Kygo | time: 5:26 | link: www.youtube.com/watch?v=BgfcToAjfdc
title: As Long As You Love Me ) | artist: Backstreet Boys | time: 3:39 | link: www.youtube.com/watch?v=0Gl2QnHNpkA
title: Who Knows | artist: Protoje | time: 3:45 | link: www.youtube.com/watch?v=hzqFmXZ8tOE
title: Somebody To Love | artist: Queen | time: 5:10 | link: www.youtube.com/watch?v=kijpcUv-b8M
title: You Don't Own Me | artist: Grace | time: 3:24 | link: www.youtube.com/watch?v=8SeRU_ZPDkE
title: Are You With Me | artist: Lost Frequencies | time: 2:33 | link: www.youtube.com/watch?v=_XOcK3DKoMQ
title: Ocean | artist: Martin Garrix feat. Khalid | time: 3:35 | link: www.youtube.com/watch?v=BDocp-VpCwY
title: Havana | artist: Camila Cabello | time: 3:37 | link: www.youtube.com/watch?v=pz95u3UVpaM
title: Truly Madly Deeply | artist: Savage Garden | time: 4:22 | link: www.youtube.com/watch?v=WQnAxOQxQIU
title: HABLAME DE TI | artist: BANDA MS | time: 3:25 | link: www.youtube.com/watch?v=S5UEoLeza-o
title: Memories | artist: David Guetta Feat. Kid Cudi | time: 3:29 | link: www.youtube.com/watch?v=NUVCQXMUVnI
title: Lips Of An Angel | artist: Hinder | time: 4:20 | link: www.youtube.com/watch?v=RiSfTyrvJlg
title: Heaven on Spotify & Apple | artist: Bryan Adams | time: 4:33 | link: www.youtube.com/watch?v=E0wW9RwpG7M
title: Thank You | artist: Dido | time: 3:14 | link: www.youtube.com/watch?v=1TO48Cnl66w
title: Sugar | artist: Robin Schulz | time: 3:43 | link: www.youtube.com/watch?v=bvC_0foemLY
title: Magic In The Air | artist: MAGIC SYSTEM | time: 3:54 | link: www.youtube.com/watch?v=BAkqJT_sMKQ
title: One More Time | artist: Daft Punk | time: 5:22 | link: www.youtube.com/watch?v=FGBhQbmPwH8
title: Mope | artist: Bloodhound Gang | time: 4:33 | link: www.youtube.com/watch?v=v2NFl86LX3Q
title: Beautiful Day | artist: U2 | time: 4:11 | link: www.youtube.com/watch?v=co6WMzDOh1o
title: IT WASNT ME | artist: SHAGGY | time: 3:51 | link: www.youtube.com/watch?v=2g5Hz17C4is
title: Here It Goes Again | artist: OK Go | time: 3:05 | link: www.youtube.com/watch?v=dTAAsCNK7RA
title: Mystikal ...THE ORIGINAl... | artist: Shake ya Ass | time: 4:19 | link: www.youtube.com/watch?v=M7B5KwXHFtw
title: Paper Planes | artist: M.I.A. | time: 3:25 | link: www.youtube.com/watch?v=ewRjZoRtu0Y
title: Stickwitu | artist: The Pussycat Dolls | time: 3:34 | link: www.youtube.com/watch?v=K1uNjmxJQUo
title: Stacy's Mom | artist: Fountains of Wayne | time: 3:24 | link: www.youtube.com/watch?v=dZLfasMPOU4
title: Higher | artist: Creed | time: 4:43 | link: www.youtube.com/watch?v=J16lInLZRms
title: Untitled | artist: D'Angelo | time: 4:29 | link: www.youtube.com/watch?v=SxVNOnPyvIU
title: Broken | artist: Seether | time: 4:22 | link: www.youtube.com/watch?v=hPC2Fp7IT7o
title: Beep | artist: The Pussycat Dolls | time: 4:09 | link: www.youtube.com/watch?v=1r9ghI7YcL0
title: Lithium | artist: Evanescence | time: 3:49 | link: www.youtube.com/watch?v=PJGpsL_XYQI
title: Unwritten | artist: Natasha Bedingfield | time: 3:47 | link: www.youtube.com/watch?v=b7k0a5hYnSI
title: The Sweet Escape | artist: Gwen Stefani | time: 4:06 | link: www.youtube.com/watch?v=O0lf_fE3HwA
title: Leave Official Music Video | artist: JoJo | time: 4:03 | link: www.youtube.com/watch?v=ggWyUEuGcWY
title: Call Me When You're Sober | artist: Evanescence | time: 3:33 | link: www.youtube.com/watch?v=_RrA-R5VHQs
title: Gives You Hell | artist: The All-American Rejects | time: 3:38 | link: www.youtube.com/watch?v=uxUATkpMQ8A
title: Pocketful of Sunshine | artist: Natasha Bedingfield | time: 3:01 | link: www.youtube.com/watch?v=gte3BoXKwP0
title: SOS | artist: Rihanna | time: 4:01 | link: www.youtube.com/watch?v=IXmF4GbA86E
title: Chasing Pavements | artist: Adele | time: 3:41 | link: www.youtube.com/watch?v=08DjMT-qR9g
title: The Way You Move | artist: Ne-Yo | time: 5:18 | link: www.youtube.com/watch?v=daJ1uue7ejM
title: I'm With You | artist: Avril Lavigne | time: 3:45 | link: www.youtube.com/watch?v=dGR65RWwzg8
title: Big Girls Don't Cry | artist: Fergie | time: 9:28 | link: www.youtube.com/watch?v=E6sqA9QtV5I
title: Best Of You | artist: Foo Fighters | time: 4:17 | link: www.youtube.com/watch?v=h_L4Rixya64
title: Bathwater | artist: No Doubt | time: 4:01 | link: www.youtube.com/watch?v=8k_g9hDeOic
title: Independent Women, Pt. 1 | artist: Destiny's Child | time: 3:57 | link: www.youtube.com/watch?v=0lPQZni7I18
title: Apologize | artist: OneRepublic | time: 3:34 | link: www.youtube.com/watch?v=fzq8c5pr-Ws
title: Sober | artist: P!nk | time: 4:21 | link: www.youtube.com/watch?v=nJ3ZM8FDBlg
title: That's The Way It Is | artist: Céline Dion | time: 4:00 | link: www.youtube.com/watch?v=T6wbugWrfLU
title: Learn To Fly | artist: Foo Fighters | time: 4:36 | link: www.youtube.com/watch?v=1VQ_3sBZEm0
title: Shape Of My Heart | artist: Backstreet Boys | time: 3:49 | link: www.youtube.com/watch?v=OT5msu-dap8
title: Beautiful Soul | artist: Jesse McCartney | time: 4:03 | link: www.youtube.com/watch?v=GAG3hJ50_Vc
title: Waking Up In Vegas | artist: Katy Perry | time: 3:19 | link: www.youtube.com/watch?v=1-pUaogoX5o
title: Check On It | artist: Beyoncé | time: 3:30 | link: www.youtube.com/watch?v=Q1dUDzBdnmI
title: Clumsy | artist: Fergie | time: 4:03 | link: www.youtube.com/watch?v=tf_gPZSDIxI
title: Trick Me | artist: Kelis | time: 3:29 | link: www.youtube.com/watch?v=zI339U6GS9s
title: Landslide | artist: Dixie Chicks | time: 3:46 | link: www.youtube.com/watch?v=J4_wXPZ1Bnk
title: Dirrty | artist: Christina Aguilera | time: 4:43 | link: www.youtube.com/watch?v=4Rg3sAb8Id8
title: Walk Away | artist: Kelly Clarkson | time: 3:10 | link: www.youtube.com/watch?v=nFCuyLwhUzM
title: Milkshake HD | artist: Kelis | time: 6:32 | link: www.youtube.com/watch?v=y2SZPb7UUtc
title: Acapella | artist: Kelis | time: 4:04 | link: www.youtube.com/watch?v=U8D9xCBcfzw
title: Señorita | artist: Justin Timberlake | time: 4:37 | link: www.youtube.com/watch?v=nJHYDkvRB2Y
title: Baby Boy | artist: Beyoncé | time: 4:10 | link: www.youtube.com/watch?v=8ucz_pm3LX8
title: Butterfly | artist: Crazy Town | time: 3:34 | link: www.youtube.com/watch?v=6FEDrU85FLE
title: What You Waiting For? | artist: Gwen Stefani | time: 7:00 | link: www.youtube.com/watch?v=yWA4uJOXF-g
title: You Make Me Wanna... | artist: Usher | time: 3:15 | link: www.youtube.com/watch?v=bQRzrnH6_HY
title: All My Life | artist: K-Ci & JoJo | time: 3:52 | link: www.youtube.com/watch?v=DXvMT_mVbqw
title: Southside | artist: Moby ft. Gwen Stefani | time: 3:46 | link: www.youtube.com/watch?v=vV0KmOYfomM
title: Gossip Folks | artist: Missy Elliott ft. Ms. Jade & Ludacris | time: 3:46 | link: www.youtube.com/watch?v=WBkCEbc42eU
title: Whine Up | artist: Kat DeLuna | time: 3:53 | link: www.youtube.com/watch?v=jcMXZjYqIog
title: Run The Show | artist: Kat DeLuna | time: 3:36 | link: www.youtube.com/watch?v=qjqEfhhrJck
title: Nina Sky, Daddy Yankee, | artist: Reggeton | time: 3:43 | link: www.youtube.com/watch?v=d2rSOaz0X9Q
title: Minority | artist: Green Day | time: 2:51 | link: www.youtube.com/watch?v=lTw9o5uDMgY
title: Clocks | artist: Coldplay | time: 4:18 | link: www.youtube.com/watch?v=5KkWGy7W3_o
title: Another Chance | artist: Roger Sanchez | time: 4:49 | link: www.youtube.com/watch?v=rdlvPe959Ck
title: Picture Of You | artist: Boyzone | time: 3:42 | link: www.youtube.com/watch?v=ryCIAJRTwJg
title: Liquid Dreams | artist: O-Town | time: 3:27 | link: www.youtube.com/watch?v=u7RPvOOjCvE
title: I Do | artist: 98º | time: 3:59 | link: www.youtube.com/watch?v=1kofixtz2Us
title: Love At First Sight | artist: Kylie Minogue | time: 4:00 | link: www.youtube.com/watch?v=wf421JsG004
title: Slow | artist: Kylie Minogue | time: 4:01 | link: www.youtube.com/watch?v=Omrp4QR_Rpo
title: Boys | artist: Britney Spears | time: 3:36 | link: www.youtube.com/watch?v=s25OMP4Ww6Y
title: Just The Two Of Us | artist: Will Smith | time: 4:31 | link: www.youtube.com/watch?v=_WamkRSDeD8
title: I'm Lovin' It | artist: Justin Timberlake | time: 3:48 | link: www.youtube.com/watch?v=-IHcp8Pl_X4
title: Shut Up | artist: The Black Eyed Peas | time: 4:27 | link: www.youtube.com/watch?v=KRzMtlZjXpU
title: Don't Phunk With My Heart | artist: The Black Eyed Peas | time: 4:25 | link: www.youtube.com/watch?v=P4Bda6_usuc
title: La La | artist: Ashlee Simpson | time: 3:45 | link: www.youtube.com/watch?v=1m0LhDiMj8Q
title: So Yesterday | artist: Hilary Duff | time: 3:38 | link: www.youtube.com/watch?v=lt6PVVr4B04
title: Spinning Around | artist: Kylie Minogue | time: 3:32 | link: www.youtube.com/watch?v=t1DWBKk5xHQ
title: Come Into My World | artist: Kylie Minogue | time: 4:17 | link: www.youtube.com/watch?v=63vqob-MljQ
